tsp_15,1,291,
291,499
gr17,1,2085,
2085,657
gr24.tsp,1,1272,
1332,1092
gr48.tsp,1,5046,
5640,3940
pr152.tsp,1,73682,
83480,48244
kroB200.tsp,1,29437,
35560,62693
kroB150.tsp,1,26130,
30335,37297
kroA100.tsp,1,21282,
23714,17379
gr96.tsp,1,55209,
64171,18953

---


tsp_15,1,291,
291,120
gr17,1,2085,
2085,133
gr24.tsp,1,1272,
1328,224
gr48.tsp,1,5046,
5827,740
pr152.tsp,1,73682,
84044,6087
kroB200.tsp,1,29437,
35733,10184
kroB150.tsp,1,26130,
30535,6104
kroA100.tsp,1,21282,
24343,2758
gr96.tsp,1,55209,
64713,2737
